Gene_symbol	Module_assignment
MAGI3	Not significant
MAGOH	Not significant
MAGOHB	Not significant
MAIP1	Not significant
MAK16	Not significant
MALSU1	Not significant
MALT1	Not significant
MAML1	Not significant
MAML2	Not significant
MAML3	Not significant
MAMU-A	Global up
MAMU-A3	Global up
MAMU-AG	Not significant
MAMU-B	Lymph late up
MAMU-B18	Global up
MAMU-DPA	Mono late down
MAMU-DPB	Mono late down
MAMU-DRA	Mono late down
MAMU-E	Global late down
MAMU-F	B/T early up
MAMU-I	Global up
MAN1A1	Not significant
MAN1B1	Not significant
MAN1C1	Not significant
MAN2A1	Not significant
MAN2A2	Not significant
MAN2B2	Not significant
MAN2C1	Not significant
MANBAL	Not significant
MANEA	Not significant
MANF	Not significant
MANSC1	Not significant
MAP10	Not significant
MAP1LC3B	Not significant
MAP2K1	Not significant
MAP2K2	Global down
MAP2K3	Not significant
MAP2K4	Not significant
MAP2K5	Not significant
MAP2K6	Not significant
MAP2K7	Not significant
MAP3K1	Not significant
MAP3K12	Not significant
MAP3K14	Not significant
MAP3K2	Not significant
MAP3K21	Not significant
MAP3K3	Not significant
MAP3K4	Not significant
MAP3K5	Not significant
MAP3K7	Not significant
MAP3K8	NK mid up
MAP4	Not significant
MAP4K1	Not significant
MAP4K2	Mono late down
MAP4K3	Not significant
MAP4K4	Global down
MAP4K5	Not significant
MAP7D1	Not significant
MAP7D3	Not significant
MAP9	Not significant
MAPK1	Not significant
MAPK14	Not significant
MAPK1IP1L	Not significant
MAPK3	Not significant
MAPK8IP3	Not significant
MAPK9	Not significant
MAPKAP1	Not significant
MAPKAPK2	Not significant
MAPKAPK3	Not significant
MAPKAPK5	Not significant
MAPKBP1	Not significant
MAPRE1	Not significant
MAPRE2	Global late down
MAPT	Not significant
02-mar	Not significant
05-mar	Not significant
06-mar	Not significant
07-mar	Not significant
08-mar	Mono early down
MARCKSL1	Not significant
MARF1	Not significant
MARK2	Not significant
MARK3	Not significant
MARK4	Not significant
MARS	Not significant
MAST2	Not significant
MAST4	Not significant
MASTL	Not significant
MAT2A	Not significant
MAT2B	Not significant
MATK	Not significant
MATR3	Lymph late up
MAU2	Not significant
MAVS	Not significant
MAX	Not significant
MAZ	Not significant
MBD1	Not significant
MBD2	Mono late down
MBD3	Not significant
MBD4	Not significant
MBD6	Not significant
MBIP	Not significant
MBNL1	Global late down
MBNL3	Not significant
MBOAT1	Not significant
MBP	Not significant
MBTD1	Not significant
MBTPS1	Mono late down
MCCC1	Not significant
MCCC2	Not significant
MCF2L	Not significant
MCFD2	Not significant
MCL1	Not significant
MCM3	Not significant
MCM3AP	Not significant
MCM4	Not significant
MCM6	Not significant
MCM7	Not significant
MCMBP	Not significant
MCOLN2	Not significant
MCPH1	Not significant
MCRS1	Not significant
MCTP2	Not significant
MCTS1	Not significant
MCU	Not significant
MCUR1	Not significant
MDC1	Not significant
MDFIC	Not significant
MDH1	Not significant
MDH2	Not significant
MDM1	Not significant
MDM2	Not significant
MDM4	Not significant
MDN1	Not significant
ME2	NK mid up
MEA1	Not significant
MEAF6	Not significant
MECP2	Not significant
MED1	Not significant
MED10	Not significant
MED12	Not significant
MED13	Not significant
MED13L	Mono late down
MED14	Not significant
MED15	Not significant
MED17	Not significant
MED19	Not significant
MED21	Not significant
MED22	Not significant
MED23	Not significant
MED25	Not significant
MED27	Not significant
MED28	Not significant
MED29	Not significant
MED30	Not significant
MED31	Not significant
MED4	Not significant
MED6	Not significant
MED8	Not significant
MEF2A	Not significant
MEF2D	Not significant
MEMO1	Not significant
MEPCE	Not significant
MESD	Not significant
METAP1	Not significant
METAP1D	Not significant
METAP2	Not significant
METTL13	Not significant
METTL14	Not significant
METTL16	Not significant
METTL17	Not significant
METTL18	Not significant
METTL21A	Not significant
METTL22	Not significant
METTL23	Not significant
METTL25	Not significant
METTL26	Not significant
METTL4	Not significant
METTL5	Not significant
METTL7A	Not significant
METTL9	NK mid up
MEX3C	Not significant
MFAP1	Not significant
MFAP3	Not significant
MFF	Not significant
MFHAS1	Not significant
MFN1	Not significant
MFNG	Global down
MFSD1	Mono late up
MFSD10	Not significant
MFSD11	Not significant
MFSD14A	Not significant
MFSD14B	Not significant
MFSD5	Not significant
MFSD6	Not significant
MFSD9	Not significant
MGAT1	B down
MGAT4A	Not significant
MGAT4B	Not significant
MGLL	Not significant
MGMT	Not significant
MGST3	Mono late down
MIA3	Not significant
MIB2	Not significant
MICAL1	Not significant
MICU1	Not significant
MICU2	Not significant
MID1IP1	Not significant
MID2	Not significant
MIEF1	Not significant
MIEF2	Not significant
MIER1	B/T early up
MIER3	Not significant
MIF	Not significant
MIGA1	Not significant
MIGA2	Not significant
MIIP	Not significant
MINDY1	Not significant
MINDY2	Not significant
MINDY3	Not significant
MINK1	Not significant
MINOS1	Not significant
MIOS	Not significant
MIPEP	Not significant
MIS12	Not significant
MIS18A	Not significant
MIS18BP1	Not significant
MITD1	Not significant
MKI67	Mono late up
MKKS	Not significant
MKL1	Not significant
MKL2	Not significant
MKLN1	Not significant
MKNK1	Not significant
MKNK2	B down
MKRN1	Not significant
MKRN2	Not significant
MLEC	Not significant
MLF2	Not significant
MLH3	Not significant
MLLT1	Not significant
MLLT10	Not significant
MLLT11	Not significant
MLLT3	Not significant
MLLT6	Not significant
MLST8	Not significant
MLX	Not significant
MLXIP	Not significant
MMAB	Not significant
MMADHC	Not significant
MMD	Not significant
MMP24OS	Not significant
MMP25	Mono late up
MMS19	Not significant
MNAT1	Not significant
MOAP1	Not significant
MOB1A	Not significant
MOB2	Not significant
MOB4	Not significant
MON2	Not significant
MORC2	Not significant
MORC3	Not significant
MORF4L1	Mono early down
MORF4L2	Not significant
MOSPD2	Not significant
MOSPD3	Not significant
MPG	Not significant
MPHOSPH10	Not significant
MPHOSPH6	Not significant
MPHOSPH8	Not significant
MPHOSPH9	Not significant
MPLKIP	Not significant
MPP1	Mono late up
MPP7	Not significant
MPST	Not significant
MPV17	Not significant
MPZ	Not significant
MPZL1	Mono late up
MRE11	Not significant
MRFAP1	Global up
MRFAP1L1	Not significant
MRGBP	Not significant
MROH1	Not significant
MRPL1	Not significant
MRPL10	Not significant
MRPL11	Mono early up
MRPL13	Not significant
MRPL15	Not significant
MRPL16	Not significant
MRPL17	Not significant
MRPL20	Not significant
MRPL21	Not significant
MRPL22	Not significant
MRPL23	Not significant
MRPL24	Not significant
MRPL28	Not significant
MRPL3	Not significant
MRPL30	Not significant
MRPL36	Not significant
MRPL37	Not significant
MRPL38	Not significant
MRPL4	Not significant
MRPL41	Not significant
MRPL44	Not significant
MRPL46	Not significant
MRPL47	Not significant
MRPL48	Not significant
MRPL51	Mono late up
MRPL52	Not significant
MRPL55	Not significant
MRPL57	Not significant
MRPL58	Not significant
MRPL9	Not significant
MRPS11	Not significant
MRPS14	Not significant
MRPS16	Not significant
MRPS17	Not significant
MRPS18A	Not significant
MRPS18B	Not significant
MRPS18C	Not significant
MRPS21	Not significant
MRPS22	Not significant
MRPS23	Not significant
MRPS25	Not significant
MRPS27	Not significant
MRPS30	Not significant
MRPS31	Not significant
MRPS33	Not significant
MRPS34	Not significant
MRPS35	Not significant
MRPS36	Not significant
MRPS6	Not significant
MRPS7	Not significant
MRPS9	Not significant
MRTO4	Not significant
MS4A1	B down
MSANTD2	Not significant
MSANTD4	Not significant
MSH2	Not significant
MSH3	Not significant
MSH6	Not significant
MSI2	Not significant
MSL1	Not significant
MSL2	Not significant
MSL3	Not significant
MSMO1	Not significant
MTA1	Not significant
MTA2	Not significant
MTA3	Not significant
MTAP	Not significant
MTCH1	NK mid up
MTCH2	Mono late up
MTCP1	Not significant
MTDH	Mono early down
MTERF1	Not significant
MTERF2	Not significant
MTERF3	Not significant
MTERF4	Not significant
MTF1	Not significant
MTF2	Not significant
MTFR1L	Not significant
MTFR2	Not significant
MTG2	Not significant
MTHFD1	Not significant
MTHFD1L	Not significant
MTHFD2	Not significant
MTHFS	Mono late up
MTHFSD	Not significant
MTIF2	Lymph late up
MTIF3	Not significant
MTM1	Not significant
MTMR1	Not significant
MTMR10	Not significant
MTMR12	Not significant
MTMR3	Not significant
MTMR4	Not significant
MTMR6	Not significant
MTO1	Not significant
MTOR	Not significant
MTPAP	Not significant
MTPN	Global late down
MTR	Not significant
MTREX	Not significant
MTRR	Not significant
MTSS1	Mono early down
MTX1	Not significant
MTX2	Not significant
MUL1	Not significant
MUM1	Not significant
MUS81	Not significant
MUT	Not significant
MUTYH	Not significant
MVB12A	Not significant
MVP	Mono late up
MX1	Global up
MX2	Global up
MXD4	Not significant
MXI1	Not significant
MXRA7	Not significant
MYADM	Global late down
MYB	Not significant
MYBBP1A	Not significant
MYC	Not significant
MYD88	Mono early up
MYDGF	Not significant
MYH9	Global down
MYL12A	NK mid up
MYL12B	Mono early up
MYL6	Global down
MYL6B	Not significant
MYLIP	Global late down
MYNN	Not significant
MYO18A	Not significant
MYO19	Not significant
MYO1F	Global down
MYO1G	Not significant
MYO5A	Global down
MYO6	Not significant
MYO9A	Not significant
MYO9B	Global down
MYSM1	Not significant
MZT2B	Not significant
N4BP1	Global up
N4BP2	Not significant
N4BP2L1	Not significant
N4BP2L2	Not significant
NAA10	Not significant
NAA15	Not significant
NAA16	Not significant
NAA20	Not significant
NAA25	Not significant
NAA30	Not significant
NAA35	Not significant
NAA38	Not significant
NAA50	Not significant
NAA60	Not significant
NAAA	Mono late down
NAB1	Not significant
NACA2	Not significant
NADK	Mono late up
NADK2	Not significant
NADSYN1	Not significant
NAE1	Not significant
NAF1	Not significant
NAGK	Mono early up
NAGLU	Not significant
NAIF1	Not significant
NAMPT	Mono late down
NANS	Not significant
NAP1L4	Not significant
NAPA	Mono late up
NAPB	Not significant
NARF	Not significant
NARFL	Not significant
NARS	Not significant
NARS2	Not significant
NAT10	Not significant
NAT9	Not significant
NAXE	Not significant
NBAS	Not significant
NBEA	Not significant
NBEAL1	Not significant
NBEAL2	Not significant
NBN	Mono late up
NBR1	Not significant
NCALD	Not significant
NCAPD2	Not significant
NCAPD3	Not significant
NCAPG2	Not significant
NCAPH2	Not significant
NCBP1	Not significant
NCBP2	Mono late up
NCBP3	Not significant
NCF2	Not significant
NCF4	Mono late up
NCK2	Not significant
NCKAP1L	B down
NCL	Lymph late up
NCLN	Not significant
NCOA1	Mono early down
NCOA2	Not significant
NCOA3	Mono early down
NCOA4	Not significant
NCOA5	Not significant
NCOA6	Not significant
NCOA7	Mono late up
NCOR2	Not significant
NCSTN	Not significant
NDC1	Not significant
NDC80	Not significant
NDEL1	Not significant
NDFIP1	Not significant
NDFIP2	Not significant
NDRG1	Not significant
NDRG2	Mono late down
NDRG3	Not significant
NDST2	Not significant
NDUFA10	Not significant
NDUFA11	Mono late down
NDUFA12	Not significant
NDUFA4	Not significant
NDUFA8	Not significant
NDUFAB1	Not significant
NDUFAF1	Not significant
NDUFAF2	Not significant
NDUFAF3	Not significant
NDUFAF4	Not significant
NDUFAF5	Not significant
NDUFAF7	Not significant
NDUFAF8	Not significant
NDUFB1	Not significant
NDUFB10	B/T early up
NDUFB2	Not significant
NDUFB4	Not significant
NDUFB5	Not significant
NDUFB6	Mono late down
NDUFB8	Not significant
NDUFB9	Mono late up
NDUFC2	Mono late up
NDUFS1	Not significant
NDUFS2	Not significant
NDUFS3	Not significant
NDUFS4	Not significant
NDUFS6	Not significant
NDUFS7	Not significant
NDUFS8	Not significant
NDUFV1	Not significant
NDUFV3	Not significant
NECAP2	Not significant
NEDD1	Not significant
NEDD4	Not significant
NEDD4L	Not significant
NEDD8	B down
NEDD9	Not significant
NEIL1	Not significant
NEIL2	Not significant
NEK1	Not significant
NEK3	Not significant
NEK4	Not significant
NEK6	Not significant
NEK7	Global late down
NEK8	Not significant
NEK9	Not significant
NELFA	Not significant
NELFB	Not significant
NELFCD	Not significant
NELFE	Not significant
NEMF	Mono early down
NENF	Not significant
NEPRO	Not significant
NET1	Not significant
NEU3	Not significant
NEURL4	Not significant
NF1	Not significant
NF2	Not significant
NFAT5	Not significant
NFATC2	Not significant
NFATC2IP	Not significant
NFATC3	Not significant
NFE2L1	Not significant
NFE2L2	Not significant
NFIC	Not significant
NFIL3	Mono early up
NFIX	Not significant
NFKB1	B down
NFKB2	Not significant
NFKBIA	Global up
NFKBIB	Not significant
NFKBIE	Global up
NFKBIL1	Not significant
NFKBIZ	Mono late down
NFRKB	Not significant
NFS1	Not significant
NFX1	Not significant
NFYA	Not significant
NFYB	Not significant
NFYC	Not significant
NGDN	Not significant
NGLY1	Not significant
NGRN	Not significant
NHLRC2	Not significant
NHLRC3	Not significant
NICN1	Not significant
NIFK	Not significant
NIN	Mono early down
NINJ1	Not significant
NIPA2	Not significant
NIPAL3	Not significant
NIPBL	Mono early down
NIPSNAP2	Not significant
NIPSNAP3A	Not significant
NISCH	Not significant
NIT2	Not significant
NKAP	Not significant
NKAPD1	Not significant
NKG2D	Not significant
NKIRAS2	Not significant
NKRF	Not significant
NLE1	Not significant
NLN	Not significant
NLRC5	Not significant
NLRX1	Not significant
NMD3	Not significant
NME2	Global late down
NME4	Not significant
NME6	Not significant
NMI	Global up
NMNAT1	Not significant
NMRAL1	Not significant
NMT1	Not significant
NNT	Not significant
NOA1	Not significant
NOB1	Not significant
NOC2L	Not significant
NOC3L	Not significant
NOC4L	Not significant
NOL10	Not significant
NOL11	Not significant
NOL12	Not significant
NOL4L	Not significant
NOL6	Not significant
NOL7	Not significant
NOL8	Not significant
NOL9	Not significant
NOLC1	Not significant
NONO	Not significant
NOP14	Not significant
NOP16	Not significant
NOP2	Not significant
NOP53	Global down
NOP56	Not significant
NOP58	Not significant
NOP9	Not significant
NOSIP	Not significant
NOTCH1	Not significant
NOTCH2	Not significant
NOXA1	Not significant
NPAT	Not significant
NPC1	Not significant
NPEPL1	Not significant
NPEPPS	Not significant
NPHP3	Not significant
NPLOC4	Not significant
NPM3	Not significant
NPRL2	Not significant
NPTN	Not significant
NR1D1	Not significant
NR1D2	Not significant
NR1H2	Not significant
NR2C1	Not significant
NR2C2	Not significant
NR3C1	Global down
NR4A1	Mono late down
NR4A2	B/T early up
NR4A3	Not significant
NRAS	Not significant
NRBF2	Not significant
NRBP1	Not significant
NRDC	Not significant
NRDE2	Not significant
NRF1	Not significant
NRIP1	Not significant
NRN1	Not significant
NRROS	Not significant
NSA2	Mono late down
NSD1	Lymph late up
NSD2	Not significant
NSD3	Mono early down
NSDHL	Not significant
NSF	Not significant
NSFL1C	Not significant
NSG1	Not significant
NSL1	Not significant
NSMCE4A	Not significant
NSMF	Not significant
NSRP1	Not significant
NSUN2	Not significant
NSUN3	Not significant
NSUN4	Not significant
NSUN5	Not significant
NT5C	Not significant
NT5C2	Global down
NT5C3A	Global up
NT5C3B	Not significant
NT5DC1	Not significant
NTHL1	Not significant
NTMT1	Not significant
NUB1	NK mid up
NUBP1	Not significant
NUBP2	Not significant
NUBPL	Not significant
NUCB1	Not significant
NUCB2	B/T early up
NUCKS1	Global up
NUDC	Not significant
NUDCD1	Not significant
NUDCD3	Not significant
NUDT1	Not significant
NUDT14	Not significant
NUDT16L1	Not significant
NUDT21	Not significant
NUDT22	Not significant
NUDT3	Not significant
NUDT4	Not significant
NUDT5	Not significant
NUDT9	Not significant
NUFIP1	Not significant
NUFIP2	Not significant
NUMA1	Global down
NUMB	Not significant
NUP107	Not significant
NUP133	Not significant
NUP153	Not significant
NUP155	Not significant
NUP160	Not significant
NUP188	Not significant
NUP205	Not significant
NUP210	B down
NUP210L	Not significant
NUP214	Not significant
NUP50	Not significant
NUP54	Not significant
NUP58	Not significant
NUP62	Not significant
NUP85	Not significant
NUP88	Not significant
NUP93	Not significant
NUP98	Not significant
NUPL2	Not significant
NUTF2	Not significant
NVL	Not significant
NXF1	Mono early down
NXPE3	Not significant
NXT1	Not significant
NXT2	Not significant
OARD1	Not significant
OAS1	Mono late up
OAS2	Global up
OAS3	Global up
OASL	Mono late up
OAT	Not significant
OAZ1	Mono early up
OAZ2	Not significant
OCIAD1	Not significant
ODC1	Global up
ODF2	Not significant
ODF2L	Not significant
ODR4	Not significant
OFD1	Not significant
OGDH	Not significant
OGFOD1	Not significant
OGFOD2	Not significant
OGFR	Not significant
OGT	B down
OLA1	Not significant
OMA1	Not significant
OPA1	Not significant
OPLAH	Not significant
OPTN	Mono late up
ORAI1	Not significant
ORAI3	Not significant
ORC3	Not significant
ORC4	Not significant
ORC5	Not significant
ORC6	Not significant
ORMDL1	Not significant
ORMDL2	Not significant
ORMDL3	Not significant
OS9	Not significant
OSBP	Not significant
OSBPL11	Mono late down
OSBPL1A	Not significant
OSBPL2	Not significant
OSBPL3	Not significant
OSBPL7	Not significant
OSBPL8	Not significant
OSBPL9	Not significant
OSER1	Not significant
OSGEP	Not significant
OSGIN2	Not significant
OST4	Not significant
OSTF1	Not significant
OSTM1	Not significant
OTUD4	Not significant
OTUD5	Not significant
OTUD6B	Not significant
OXA1L	B/T early up
OXCT1	Not significant
OXNAD1	Not significant
OXR1	Not significant
OXSM	Not significant
OXSR1	Not significant
P2RX7	Not significant
P2RY10	Not significant
P3H4	Not significant
